,Age,Gender,Weight,Daily Water Intake,Physical Activity Level,Weather,Hydration Level
22107,32,Male,91,3.91,Low,Hot,Good
22108,34,Female,67,2.98,High,Cold,Good
22109,48,Male,61,2.53,High,Cold,Good
22110,28,Female,60,2.64,High,Cold,Good
22111,38,Male,65,3.59,Moderate,Hot,Good
22112,62,Female,67,1.65,Low,Normal,Poor
22113,49,Female,83,2.94,Moderate,Normal,Good
22114,46,Female,75,2.37,Low,Cold,Good
22115,39,Female,81,3.93,High,Normal,Good
22116,23,Female,107,3.85,High,Cold,Good
22117,28,Female,97,3.61,High,Cold,Good
22118,20,Male,63,3.5,Moderate,Hot,Good
22119,60,Male,99,3.46,Moderate,Normal,Good
22120,67,Male,73,1.95,Moderate,Cold,Poor
22121,38,Male,101,3.73,Moderate,Normal,Good
22122,44,Female,108,4.18,Low,Hot,Good
22123,27,Female,51,1.5,Low,Normal,Poor
22124,45,Female,71,3.45,High,Normal,Good
22125,49,Male,58,2.75,Low,Hot,Good
22126,28,Female,99,3.64,High,Normal,Good
22127,19,Male,70,4.11,High,Hot,Good
22128,46,Male,68,3.18,High,Cold,Good
22129,18,Male,69,3.16,Low,Hot,Good
22130,61,Female,56,2.26,High,Cold,Good
22131,31,Male,64,2.12,Moderate,Cold,Good
22132,26,Female,49,2.2,Low,Hot,Good
22133,21,Female,82,1.91,Low,Cold,Poor
22134,49,Female,49,1.63,Low,Cold,Good
22135,38,Male,55,2.05,Moderate,Normal,Good
22136,53,Male,69,3.29,High,Hot,Good
22137,52,Female,103,4.41,Moderate,Hot,Good
22138,65,Male,47,1.74,Low,Hot,Good
22139,61,Male,77,2.43,Moderate,Cold,Good
22140,64,Male,97,4.56,High,Hot,Good
22141,67,Female,101,3.38,High,Normal,Good
22142,57,Female,47,2.15,Low,Hot,Good
22143,37,Male,69,2.37,Low,Hot,Good
22144,65,Female,99,3.65,Moderate,Hot,Good
22145,40,Male,92,4.39,High,Hot,Good
22146,32,Male,95,4.6,High,Hot,Good
22147,55,Female,69,2.41,Moderate,Normal,Good
22148,68,Male,91,3.2,Low,Hot,Good
22149,33,Female,108,3.61,Moderate,Normal,Good
22150,41,Female,101,3.56,Moderate,Cold,Good
22151,46,Male,70,3.09,Moderate,Hot,Good
22152,64,Female,64,2.9,Moderate,Hot,Good
22153,60,Male,97,3.42,High,Cold,Good
22154,62,Female,59,2.61,High,Cold,Good
22155,49,Male,101,4.1,Moderate,Hot,Good
22156,29,Female,92,3.53,Low,Hot,Good
22157,34,Male,96,3.03,Moderate,Normal,Good
22158,62,Female,91,3.22,Low,Hot,Good
22159,27,Male,66,2.43,High,Cold,Good
22160,67,Male,63,2.4,Moderate,Normal,Good
22161,44,Male,100,3.24,Moderate,Cold,Good
22162,54,Male,66,2.92,High,Hot,Good
22163,57,Male,88,2.18,Moderate,Cold,Poor
22164,52,Male,80,2.98,High,Normal,Good
22165,41,Female,78,3.77,Moderate,Hot,Good
22166,68,Female,81,2.73,Low,Hot,Good
22167,62,Male,49,1.5,Moderate,Cold,Good
22168,58,Male,71,3.54,High,Hot,Good
22169,18,Female,89,1.89,Low,Cold,Poor
22170,59,Female,94,2.35,Low,Cold,Poor
22171,64,Male,58,1.5,Moderate,Cold,Poor
22172,23,Male,51,3.01,High,Hot,Good
22173,30,Male,90,3.4,Low,Hot,Good
22174,50,Female,85,2.14,Low,Cold,Poor
22175,22,Female,73,3.03,Moderate,Hot,Good
22176,24,Male,98,4.39,Moderate,Hot,Good
22177,59,Male,49,1.5,Low,Normal,Good
22178,19,Male,87,4.2,High,Hot,Good
22179,48,Female,107,3.23,Moderate,Normal,Good
22180,19,Female,87,3.82,High,Normal,Good
22181,35,Female,68,2.24,Low,Hot,Good
22182,22,Female,103,3.97,High,Normal,Good
22183,21,Male,85,3.62,Low,Hot,Good
22184,20,Male,59,2.41,High,Cold,Good
22185,18,Male,99,3.46,High,Cold,Good
22186,19,Female,55,1.5,Low,Cold,Poor
22187,50,Female,86,3.95,High,Normal,Good
22188,66,Male,81,2.38,Low,Normal,Poor
22189,24,Male,82,3.32,Moderate,Normal,Good
22190,36,Female,83,2.77,Moderate,Normal,Good
22191,19,Male,72,3.04,Moderate,Normal,Good
22192,49,Female,99,2.27,Low,Cold,Poor
22193,47,Female,45,1.5,Low,Normal,Good
22194,50,Male,58,3.1,Moderate,Hot,Good
22195,54,Female,47,2.03,High,Cold,Good
22196,54,Female,100,3.42,Moderate,Normal,Good
22197,50,Female,57,2.89,High,Normal,Good
22198,67,Male,63,2.61,Low,Hot,Good
22199,55,Male,53,1.51,Moderate,Normal,Poor
22200,39,Female,48,2.5,Low,Hot,Good
22201,35,Female,94,2.45,Low,Normal,Poor
22202,22,Female,78,2.29,Low,Cold,Poor
22203,35,Female,71,1.81,Low,Cold,Poor
22204,19,Male,105,2.35,Low,Cold,Poor
22205,27,Female,103,3.7,Low,Hot,Good
22206,44,Female,56,2.15,Low,Normal,Good
22207,67,Female,107,2.97,Moderate,Cold,Poor
22208,55,Female,50,1.81,Low,Hot,Good
22209,55,Female,92,3.91,High,Hot,Good
22210,46,Female,46,1.56,Low,Cold,Good
22211,33,Female,102,3.24,Low,Cold,Good
22212,60,Female,68,3.07,High,Normal,Good
22213,55,Female,69,2.14,High,Cold,Good
22214,50,Male,87,4.65,High,Hot,Good
22215,44,Male,80,2.8,Low,Hot,Good
22216,32,Male,101,3.96,Moderate,Hot,Good
22217,62,Female,46,2.76,High,Hot,Good
22218,49,Female,73,3.61,High,Normal,Good
22219,36,Female,104,3.95,Moderate,Hot,Good
22220,39,Female,71,2.82,Low,Hot,Good
22221,25,Male,67,3.73,High,Hot,Good
22222,32,Male,84,1.8,Low,Cold,Poor
22223,64,Female,54,2.62,High,Hot,Good
22224,45,Male,96,2.64,Low,Cold,Poor
22225,68,Male,53,2.73,Moderate,Hot,Good
22226,58,Male,84,3.4,Moderate,Hot,Good
22227,42,Female,54,1.59,Low,Normal,Poor
22228,57,Female,101,2.39,Low,Normal,Poor
22229,24,Female,87,2.52,Moderate,Cold,Poor
22230,65,Male,101,3.11,Moderate,Normal,Good
22231,64,Female,51,1.9,Moderate,Normal,Good
22232,34,Male,76,2.42,Low,Normal,Good
22233,49,Female,70,2.91,Moderate,Normal,Good
22234,63,Female,99,4.55,High,Hot,Good
22235,63,Female,49,1.5,Moderate,Normal,Good
22236,37,Female,55,3.27,High,Hot,Good
22237,19,Male,56,2.67,High,Normal,Good
22238,48,Male,76,3.79,Moderate,Hot,Good
22239,57,Female,103,4.9,High,Hot,Good
22240,22,Female,88,1.86,Low,Cold,Poor
22241,30,Female,89,3.77,High,Normal,Good
22242,27,Male,106,4.42,High,Hot,Good
22243,46,Female,87,3.03,Moderate,Normal,Good
22244,42,Female,81,3.31,High,Cold,Good
22245,28,Female,84,2.85,Moderate,Normal,Good
22246,39,Male,59,2.13,High,Cold,Good
22247,23,Male,108,4.43,Moderate,Hot,Good
22248,49,Female,87,2.78,Moderate,Cold,Good
22249,52,Male,87,3.98,Moderate,Hot,Good
22250,35,Female,96,4.68,High,Hot,Good
22251,47,Female,70,2.11,Moderate,Cold,Good
22252,21,Female,101,3.57,Moderate,Cold,Good
22253,43,Male,93,2.94,Moderate,Cold,Good
22254,53,Male,98,3.54,Low,Hot,Good
22255,49,Female,68,3.16,Moderate,Hot,Good
22256,56,Female,52,1.5,Moderate,Normal,Poor
22257,68,Female,55,1.5,Low,Normal,Poor
22258,41,Female,100,2.93,Low,Normal,Poor
22259,46,Male,86,3.06,High,Cold,Good
22260,45,Female,109,4.19,Moderate,Hot,Good
22261,69,Male,76,2.76,Moderate,Hot,Good
22262,18,Male,50,2.62,High,Normal,Good
22263,27,Female,68,2.3,High,Cold,Good
22264,41,Female,53,1.6,Moderate,Cold,Good
22265,23,Male,67,2.79,Moderate,Hot,Good
22266,34,Male,69,2.04,Low,Cold,Poor
22267,20,Female,58,2.46,Low,Hot,Good
22268,19,Female,58,1.84,Low,Normal,Good
22269,27,Male,93,3.78,High,Cold,Good
22270,65,Female,47,1.5,Moderate,Cold,Good
22271,42,Male,51,1.82,Low,Hot,Good
22272,56,Female,87,3.99,High,Hot,Good
22273,60,Male,73,2.58,High,Cold,Good
22274,39,Male,71,2.66,Moderate,Cold,Good
22275,20,Male,100,3.23,Moderate,Normal,Good
22276,38,Female,68,2.84,Low,Hot,Good
22277,69,Male,57,1.67,Low,Hot,Poor
22278,65,Male,87,3.99,Moderate,Hot,Good
22279,64,Female,81,2.5,Low,Hot,Good
22280,47,Female,59,2.03,Moderate,Normal,Good
22281,37,Female,69,2.34,Moderate,Normal,Good
22282,47,Female,84,3.1,Moderate,Cold,Good
22283,61,Male,45,1.5,Moderate,Normal,Good
22284,56,Male,85,2.88,Moderate,Normal,Good
22285,33,Female,54,1.5,Moderate,Cold,Poor
22286,31,Female,101,4.27,High,Hot,Good
22287,38,Female,86,3.47,Low,Hot,Good
22288,28,Male,55,2.22,High,Normal,Good
22289,43,Female,93,4.22,High,Hot,Good
22290,54,Male,54,2.48,Moderate,Hot,Good
22291,26,Male,94,2.97,Low,Cold,Good
22292,57,Female,75,1.5,Low,Cold,Poor
22293,53,Female,85,1.95,Moderate,Cold,Poor
22294,31,Male,90,2.43,Low,Cold,Poor
22295,45,Male,77,3.66,Moderate,Hot,Good
22296,55,Male,87,3.43,Low,Hot,Good
22297,57,Male,106,4.0,Moderate,Hot,Good
22298,60,Male,55,3.16,High,Hot,Good
22299,32,Male,49,1.5,Moderate,Cold,Good
22300,33,Female,90,3.46,Moderate,Hot,Good
22301,26,Female,71,2.94,Moderate,Hot,Good
22302,57,Male,70,1.73,Moderate,Cold,Poor
22303,67,Female,89,2.92,High,Normal,Good
22304,33,Female,76,3.7,High,Hot,Good
22305,32,Female,86,2.47,Low,Cold,Poor
22306,49,Female,74,3.97,High,Hot,Good
22307,19,Female,65,2.91,Low,Hot,Good
22308,33,Male,102,3.56,Moderate,Normal,Good
22309,33,Male,51,2.18,Moderate,Normal,Good
22310,40,Male,45,1.54,Moderate,Cold,Good
22311,30,Male,70,3.5,High,Hot,Good
22312,49,Male,99,3.95,Moderate,Hot,Good
22313,19,Female,71,3.13,Moderate,Normal,Good
22314,20,Male,54,1.5,Low,Normal,Poor
22315,39,Male,82,1.89,Low,Cold,Poor
22316,22,Female,74,3.1,Moderate,Normal,Good
22317,50,Male,52,1.5,Moderate,Cold,Poor
22318,36,Female,62,2.77,Moderate,Normal,Good
22319,63,Female,98,2.65,Moderate,Normal,Poor
22320,41,Male,82,2.57,Moderate,Normal,Good
22321,42,Female,79,2.77,Moderate,Normal,Good
22322,65,Female,89,2.29,Low,Cold,Poor
22323,41,Female,46,1.88,Low,Normal,Good
22324,27,Male,63,2.73,Low,Hot,Good
22325,41,Female,105,4.68,High,Hot,Good
22326,54,Male,78,3.33,High,Normal,Good
22327,29,Male,103,2.32,Low,Cold,Poor
22328,42,Male,91,2.14,Low,Cold,Poor
22329,26,Female,83,4.06,High,Hot,Good
22330,34,Male,90,3.2,High,Normal,Good
22331,54,Female,71,3.04,High,Normal,Good
22332,66,Female,62,3.18,High,Hot,Good
22333,18,Male,68,2.82,Moderate,Hot,Good
22334,64,Male,68,2.68,Low,Hot,Good
22335,43,Female,62,2.15,Moderate,Cold,Good
22336,27,Female,61,1.86,Low,Normal,Good
22337,52,Female,48,2.13,Moderate,Normal,Good
22338,28,Male,72,3.91,High,Hot,Good
22339,53,Female,47,2.1,Low,Hot,Good
22340,29,Female,93,4.49,Moderate,Hot,Good
22341,49,Female,54,2.1,High,Cold,Good
22342,64,Male,98,2.99,Low,Normal,Good
22343,24,Male,83,2.01,Low,Cold,Poor
22344,67,Male,63,2.11,High,Cold,Good
22345,20,Female,69,2.5,Low,Normal,Good
22346,50,Male,59,1.5,Low,Cold,Poor
22347,60,Male,48,1.5,Low,Normal,Good
22348,23,Female,103,4.36,Moderate,Hot,Good
22349,36,Male,70,3.03,Low,Hot,Good
22350,42,Male,103,3.79,Low,Hot,Good
22351,37,Female,49,3.12,High,Hot,Good
22352,67,Male,79,2.3,High,Cold,Poor
22353,52,Female,47,1.5,Low,Cold,Good
22354,53,Female,74,2.24,Low,Hot,Good
22355,56,Female,104,3.91,High,Cold,Good
22356,35,Male,102,4.47,High,Normal,Good
22357,22,Female,100,3.2,Moderate,Normal,Good
22358,26,Male,76,2.71,Low,Hot,Good
22359,45,Female,67,3.94,High,Hot,Good
22360,58,Female,106,4.79,High,Hot,Good
22361,64,Female,100,3.11,Moderate,Normal,Good
22362,69,Female,80,3.03,Low,Hot,Good
22363,24,Female,76,2.63,Moderate,Normal,Good
22364,37,Female,78,2.7,Moderate,Cold,Good
22365,43,Female,77,3.85,High,Hot,Good
22366,67,Male,79,3.88,High,Hot,Good
22367,30,Female,57,2.58,Moderate,Hot,Good
22368,22,Female,87,2.23,Low,Cold,Poor
22369,44,Male,59,2.08,Low,Hot,Good
22370,26,Male,101,4.46,Moderate,Hot,Good
22371,58,Female,57,2.24,High,Normal,Good
22372,25,Male,104,3.34,Low,Hot,Good
22373,45,Female,78,2.47,Moderate,Cold,Good
22374,55,Male,103,3.77,Low,Hot,Good
22375,43,Female,91,3.25,Low,Hot,Good
22376,38,Female,55,1.5,Low,Cold,Poor
22377,39,Male,67,2.68,Low,Hot,Good
22378,29,Female,72,2.41,Low,Normal,Good
22379,64,Female,45,1.5,Low,Normal,Good
22380,37,Female,90,4.28,High,Hot,Good
22381,29,Female,83,3.2,Moderate,Hot,Good
22382,38,Female,72,2.6,Low,Normal,Good
22383,56,Female,65,3.34,High,Hot,Good
22384,59,Male,103,3.69,Low,Hot,Good
22385,31,Female,64,1.69,Moderate,Cold,Poor
22386,28,Female,76,2.78,High,Cold,Good
22387,22,Male,83,2.64,Moderate,Normal,Good
22388,50,Female,60,1.5,Low,Cold,Poor
22389,28,Female,92,3.09,Moderate,Cold,Good
22390,55,Male,61,1.84,Low,Hot,Good
22391,68,Female,68,3.02,High,Normal,Good
22392,22,Female,75,3.17,High,Normal,Good
22393,28,Female,95,3.39,High,Normal,Good
22394,31,Male,48,2.28,Low,Hot,Good
22395,52,Female,76,1.9,Low,Normal,Poor
22396,63,Female,80,2.14,Low,Normal,Poor
22397,48,Male,105,2.72,Low,Normal,Poor
22398,25,Male,59,2.45,Moderate,Cold,Good
22399,21,Male,108,4.15,High,Cold,Good
22400,25,Male,91,3.3,Moderate,Cold,Good
22401,31,Male,53,1.99,Moderate,Cold,Good
22402,29,Female,57,1.99,Moderate,Normal,Good
22403,55,Male,96,4.44,High,Hot,Good
22404,39,Male,95,3.93,Moderate,Hot,Good
22405,25,Female,81,3.28,High,Normal,Good
22406,39,Female,81,3.61,High,Cold,Good
22407,64,Male,51,2.91,High,Hot,Good
22408,47,Female,99,2.76,Low,Cold,Poor
22409,62,Male,47,2.38,High,Hot,Good
22410,29,Male,97,4.95,High,Hot,Good
22411,25,Male,109,4.74,Moderate,Hot,Good
22412,64,Male,56,1.5,Low,Cold,Poor
22413,68,Male,89,3.02,Low,Hot,Good
22414,25,Female,75,2.94,High,Cold,Good
22415,62,Female,85,2.77,High,Normal,Good
22416,45,Male,46,1.72,Low,Hot,Good
22417,38,Male,59,2.45,Moderate,Cold,Good
22418,57,Female,64,2.2,Moderate,Normal,Good
22419,43,Male,83,2.32,Moderate,Cold,Poor
22420,28,Male,75,2.27,Moderate,Cold,Good
22421,41,Female,95,4.08,Moderate,Hot,Good
22422,46,Male,107,3.9,Low,Hot,Good
22423,50,Female,89,3.13,Low,Hot,Good
22424,19,Female,101,3.77,Low,Hot,Good
22425,68,Male,83,3.49,High,Normal,Good
22426,60,Female,82,3.96,High,Hot,Good
22427,53,Female,82,3.64,Moderate,Hot,Good
22428,61,Female,58,1.85,Moderate,Normal,Good
22429,51,Male,96,3.31,Moderate,Normal,Good
22430,20,Male,49,1.84,Low,Hot,Good
22431,24,Female,62,1.5,Low,Cold,Poor
22432,27,Female,88,2.57,Low,Normal,Poor
22433,50,Female,107,3.16,Low,Cold,Poor
22434,45,Male,48,1.5,Low,Cold,Good
22435,40,Female,103,5.18,High,Hot,Good
22436,44,Male,70,1.8,Low,Normal,Poor
22437,30,Female,84,2.75,Moderate,Normal,Good
22438,27,Male,83,3.02,Moderate,Cold,Good
22439,35,Male,96,2.84,Low,Normal,Poor
22440,44,Female,52,1.72,Low,Cold,Good
22441,30,Male,90,3.2,Low,Hot,Good
22442,60,Female,79,1.5,Low,Cold,Poor
22443,62,Female,57,3.24,High,Hot,Good
22444,35,Female,52,1.5,Low,Cold,Poor
22445,37,Female,100,3.51,High,Normal,Good
22446,19,Male,76,2.94,Low,Hot,Good
22447,43,Female,85,3.45,Low,Hot,Good
22448,56,Male,89,3.18,High,Normal,Good
22449,58,Male,76,1.93,Low,Normal,Poor
22450,57,Male,62,2.14,Moderate,Cold,Good
22451,40,Male,45,2.5,Low,Hot,Good
22452,59,Male,82,3.74,Moderate,Hot,Good
22453,45,Female,66,2.38,High,Cold,Good
22454,49,Male,99,3.16,Moderate,Normal,Good
22455,26,Female,94,3.77,High,Normal,Good
22456,18,Male,88,3.56,Moderate,Normal,Good
22457,46,Male,107,3.59,Low,Hot,Good
22458,62,Male,79,2.29,High,Cold,Poor
22459,24,Male,97,3.87,Low,Hot,Good
22460,19,Female,79,2.08,Moderate,Cold,Poor
22461,54,Female,94,4.46,High,Hot,Good
22462,68,Female,51,2.33,Low,Hot,Good
22463,56,Female,93,2.67,Moderate,Cold,Poor
22464,42,Female,58,2.52,Low,Hot,Good
22465,24,Male,77,2.89,High,Normal,Good
22466,68,Female,61,2.33,Moderate,Hot,Good
22467,44,Male,75,3.89,Moderate,Hot,Good
22468,57,Male,109,4.93,High,Hot,Good
22469,51,Female,109,3.7,Low,Hot,Good
22470,39,Male,106,3.67,Low,Hot,Good
22471,28,Male,77,3.45,High,Cold,Good
22472,55,Female,57,3.39,High,Hot,Good
22473,69,Female,68,1.5,Low,Cold,Poor
22474,60,Male,101,3.24,Moderate,Cold,Good
22475,52,Female,87,1.92,Low,Normal,Poor
22476,18,Female,90,3.9,High,Normal,Good
22477,23,Male,70,3.17,Low,Hot,Good
22478,32,Female,63,2.05,Moderate,Normal,Good
22479,58,Female,103,3.04,Moderate,Cold,Poor
22480,45,Female,59,1.91,Low,Cold,Good
22481,59,Female,72,1.72,Low,Cold,Poor
22482,36,Male,46,1.93,Low,Hot,Good
22483,57,Male,97,4.41,High,Hot,Good
22484,26,Female,65,2.55,Moderate,Normal,Good
22485,24,Male,75,2.55,Low,Normal,Good
22486,40,Female,57,2.82,High,Normal,Good
22487,19,Male,78,4.27,High,Hot,Good
22488,64,Male,46,2.22,High,Normal,Good
22489,40,Female,81,3.48,High,Cold,Good
22490,39,Male,107,3.05,Moderate,Cold,Poor
22491,25,Male,99,2.57,Low,Normal,Poor
22492,60,Female,87,1.76,Low,Cold,Poor
22493,40,Female,60,2.24,Low,Hot,Good
22494,57,Female,96,4.07,High,Normal,Good
22495,37,Male,81,2.93,High,Normal,Good
22496,35,Male,103,3.33,Low,Normal,Good
22497,30,Male,77,3.25,Moderate,Hot,Good
22498,44,Male,94,3.9,Low,Hot,Good
22499,25,Male,97,3.42,Low,Hot,Good
22500,19,Female,68,1.57,Low,Normal,Poor
22501,37,Female,103,3.45,Moderate,Normal,Good
22502,53,Female,46,2.05,Moderate,Hot,Good
22503,55,Female,70,1.57,Low,Cold,Poor
22504,46,Male,48,1.61,Moderate,Cold,Good
22505,18,Female,58,1.61,Moderate,Cold,Poor
22506,38,Male,96,4.3,Moderate,Hot,Good
22507,37,Male,71,2.46,Low,Hot,Good
22508,53,Female,48,1.5,Low,Hot,Good
22509,57,Female,47,1.5,Moderate,Cold,Good
22510,24,Male,69,2.63,Low,Hot,Good
22511,23,Female,59,3.47,High,Hot,Good
22512,44,Female,105,3.86,Moderate,Hot,Good
22513,62,Female,76,2.97,High,Normal,Good
22514,26,Male,64,1.94,Low,Cold,Good
22515,30,Female,52,1.77,Low,Hot,Good
22516,42,Female,84,4.37,High,Hot,Good
22517,23,Female,55,1.5,Low,Normal,Poor
22518,25,Male,99,3.86,High,Normal,Good
22519,68,Male,99,2.91,Moderate,Cold,Poor
22520,60,Female,89,2.41,Moderate,Cold,Poor
22521,58,Female,60,1.85,Low,Hot,Good
22522,57,Female,89,1.72,Low,Cold,Poor
22523,48,Male,68,1.5,Low,Cold,Poor
22524,50,Male,95,4.06,Moderate,Hot,Good
22525,27,Female,74,2.73,High,Normal,Good
22526,52,Male,51,1.5,Low,Normal,Poor
22527,49,Female,61,3.4,Moderate,Hot,Good
22528,66,Female,95,2.67,Low,Normal,Poor
22529,37,Female,65,2.24,Moderate,Cold,Good
22530,31,Male,65,1.67,Moderate,Cold,Poor
22531,59,Female,73,3.36,High,Hot,Good
22532,32,Female,88,3.43,Moderate,Hot,Good
22533,32,Male,59,2.24,Moderate,Cold,Good
22534,49,Female,84,3.69,Moderate,Hot,Good
22535,44,Male,46,1.5,Low,Cold,Good
22536,43,Male,84,2.2,Low,Cold,Poor
22537,43,Male,51,1.92,Moderate,Normal,Good
22538,44,Female,76,2.89,High,Cold,Good
22539,26,Male,103,3.84,Moderate,Normal,Good
22540,38,Female,64,2.05,Low,Cold,Good
22541,50,Male,77,2.3,Low,Normal,Poor
22542,34,Female,57,1.51,Low,Cold,Poor
22543,66,Female,109,4.01,Moderate,Hot,Good
22544,51,Male,80,2.72,High,Cold,Good
22545,31,Male,74,3.28,Moderate,Hot,Good
22546,46,Male,45,1.82,Moderate,Cold,Good
22547,35,Female,94,3.74,Moderate,Normal,Good
22548,40,Female,104,3.82,Moderate,Cold,Good
22549,18,Male,65,2.78,Moderate,Normal,Good
22550,40,Male,104,3.67,Moderate,Normal,Good
22551,51,Male,101,4.23,Moderate,Hot,Good
22552,27,Female,92,3.71,High,Normal,Good
22553,21,Male,76,2.88,High,Cold,Good
22554,45,Female,84,3.16,High,Cold,Good
22555,34,Male,54,2.31,Moderate,Cold,Good
22556,52,Male,67,2.37,Low,Hot,Good
22557,69,Female,71,2.81,Moderate,Normal,Good
22558,23,Male,68,3.65,Moderate,Hot,Good
22559,22,Female,97,4.38,High,Normal,Good
22560,51,Male,63,2.16,High,Normal,Good
22561,36,Male,45,1.5,Moderate,Cold,Good
22562,33,Female,108,4.26,Low,Hot,Good
22563,45,Female,55,1.98,Low,Normal,Good
22564,49,Female,70,1.9,Low,Cold,Poor
22565,65,Female,89,3.29,High,Cold,Good
22566,31,Male,53,2.57,Low,Hot,Good
22567,58,Male,46,1.9,Low,Hot,Good
22568,28,Female,58,2.53,High,Normal,Good
22569,59,Female,69,2.38,High,Cold,Good
22570,30,Female,87,2.31,Low,Cold,Poor
22571,50,Male,53,2.35,Moderate,Normal,Good
22572,30,Male,68,3.56,Moderate,Hot,Good
22573,34,Male,67,2.11,Moderate,Cold,Good
22574,61,Male,101,3.23,Low,Normal,Good
22575,43,Female,108,3.84,Moderate,Normal,Good
22576,26,Male,55,2.02,Moderate,Cold,Good
22577,20,Male,97,4.28,High,Normal,Good
22578,44,Male,45,1.5,Moderate,Normal,Good
22579,33,Female,97,3.43,Low,Hot,Good
22580,41,Female,66,3.28,Moderate,Hot,Good
22581,24,Female,88,3.52,Moderate,Hot,Good
22582,46,Female,99,4.33,High,Normal,Good
22583,58,Female,53,1.65,High,Cold,Good
22584,22,Female,55,1.92,High,Cold,Good
22585,50,Male,77,3.79,High,Normal,Good
22586,54,Male,65,2.03,High,Cold,Good
22587,24,Female,60,2.81,High,Normal,Good
22588,67,Female,92,2.55,Low,Cold,Poor
22589,51,Female,103,4.01,High,Hot,Good
22590,27,Female,66,2.1,Low,Normal,Good
22591,37,Female,46,2.91,High,Hot,Good
22592,58,Male,55,2.24,Low,Hot,Good
22593,52,Male,49,1.51,High,Cold,Good
22594,31,Female,81,3.37,Moderate,Normal,Good
22595,20,Male,90,3.66,Moderate,Hot,Good
22596,57,Male,89,2.39,Moderate,Normal,Poor
22597,40,Female,95,3.68,Moderate,Normal,Good
22598,62,Male,48,2.11,Moderate,Normal,Good
22599,27,Female,74,3.21,High,Normal,Good
22600,47,Female,49,3.4,High,Hot,Good
22601,34,Male,92,3.14,Moderate,Cold,Good
22602,42,Male,63,3.0,High,Normal,Good
22603,40,Male,83,2.66,Moderate,Normal,Good
22604,57,Female,102,3.02,Moderate,Cold,Poor
22605,23,Female,63,1.65,Moderate,Cold,Poor
22606,43,Female,63,3.13,High,Hot,Good
22607,49,Male,89,2.94,Low,Normal,Good
22608,57,Female,46,2.3,High,Normal,Good
22609,62,Male,77,4.13,High,Hot,Good
22610,59,Female,80,2.08,Low,Normal,Poor
22611,22,Female,53,2.08,Low,Normal,Good
22612,58,Male,93,4.65,High,Hot,Good
22613,60,Male,71,3.11,Moderate,Hot,Good
22614,36,Male,50,1.5,Moderate,Cold,Good
22615,40,Female,105,4.17,High,Cold,Good
22616,30,Female,87,2.98,Low,Hot,Good
22617,30,Male,68,1.5,Low,Cold,Poor
22618,50,Male,103,3.64,High,Normal,Good
22619,55,Female,52,1.5,Moderate,Normal,Poor
22620,36,Female,74,2.55,Moderate,Normal,Good
22621,55,Male,61,2.71,High,Cold,Good
22622,54,Male,99,3.42,Moderate,Hot,Good
22623,19,Male,86,2.79,Low,Normal,Good
22624,18,Female,54,2.33,Low,Hot,Good
22625,41,Female,103,4.48,Moderate,Hot,Good
22626,69,Male,49,1.5,Low,Cold,Good
22627,68,Female,66,2.58,High,Normal,Good
22628,69,Female,45,1.72,Moderate,Normal,Good
22629,48,Female,97,4.3,High,Hot,Good
22630,62,Male,51,1.5,Moderate,Normal,Poor
22631,36,Female,85,4.41,High,Hot,Good
22632,40,Male,94,4.01,Moderate,Hot,Good
22633,50,Male,87,2.62,Low,Cold,Good
22634,68,Male,81,2.61,High,Cold,Good
22635,62,Male,93,3.11,Low,Hot,Good
22636,53,Female,109,3.54,Moderate,Normal,Good
22637,67,Female,93,3.9,High,Hot,Good
22638,27,Female,88,3.0,Low,Normal,Good
22639,50,Female,48,2.08,High,Normal,Good
22640,61,Male,85,3.27,High,Normal,Good
22641,24,Male,85,3.76,High,Hot,Good
22642,47,Male,52,1.5,Low,Normal,Poor
22643,62,Male,76,2.86,Moderate,Hot,Good
22644,43,Male,71,2.08,Moderate,Cold,Poor
22645,45,Male,77,2.26,Low,Normal,Poor
22646,32,Male,57,3.35,High,Hot,Good
22647,21,Female,54,3.17,Moderate,Hot,Good
22648,39,Male,71,2.53,Low,Normal,Good
22649,57,Female,89,3.38,Moderate,Hot,Good
22650,60,Male,58,2.32,Low,Hot,Good
22651,69,Female,72,2.18,Moderate,Normal,Good
22652,24,Female,77,1.84,Low,Cold,Poor
22653,30,Male,50,1.5,Low,Cold,Good
22654,56,Male,87,2.68,High,Cold,Good
22655,32,Male,68,2.89,High,Cold,Good
22656,43,Male,106,4.44,High,Hot,Good
22657,63,Male,105,4.81,High,Hot,Good
22658,61,Female,45,2.09,Moderate,Hot,Good
22659,63,Male,45,1.5,Moderate,Normal,Good
22660,22,Female,74,3.85,Moderate,Hot,Good
22661,19,Male,69,2.98,High,Normal,Good
22662,24,Female,58,1.9,Moderate,Normal,Good
22663,50,Male,81,3.19,High,Normal,Good
22664,64,Female,71,2.19,Moderate,Cold,Good
22665,24,Male,82,3.92,High,Hot,Good
22666,26,Female,84,3.8,Moderate,Hot,Good
22667,56,Male,49,1.5,Low,Normal,Good
22668,40,Male,93,4.08,Moderate,Hot,Good
22669,56,Male,99,3.65,High,Cold,Good
22670,20,Male,52,1.5,Moderate,Cold,Poor
22671,26,Female,60,1.97,Low,Normal,Good
22672,49,Female,52,2.64,High,Cold,Good
22673,49,Male,56,1.83,Moderate,Normal,Good
